M: 6
Instance: 1
Algorithm: NSGA-II
Iteration: 300
Population Size: 1000
Running Time: 1.181e+04 seconds
Distance; Skill Score; IsValid
8.886; 0.3951515915045425; True; 
11.85; 0.6114046377115931; True; 
15.16; 0.6213840284816534; True; 
15.64; 0.903686731736502; True; 
15.67; 1.0318122713303701; True; 
16.81; 1.0553783313750005; True; 
19.61; 1.0856472882968564; True; 
19.78; 1.1172712956557644; True; 
20.57; 1.1300119496719043; True; 
20.61; 1.1408221801093106; True; 
20.67; 1.183554533618862; True; 
20.76; 1.215373152783422; True; 
23.33; 1.2636360685881085; True; 
24.52; 1.2814878879400808; True; 
24.61; 1.3350565194390915; True; 
25.34; 1.4097641042663458; True; 
25.57; 1.4329692908744054; True; 
25.58; 1.4598446423882079; True; 
29.35; 1.4902394852462875; True; 
29.52; 1.513483956704257; True; 
30.39; 1.5612206789339433; True; 
30.54; 1.5650209283452936; True; 
31.54; 1.618152733378519; True; 
31.61; 1.65915528094063; True; 
36.25; 1.7928817453853974; True; 
41.21; 1.8144473785224875; True; 
41.25; 1.8324450411741111; True; 
41.32; 1.867644233903098; True; 
42.32; 1.8988348380682742; True; 
44.36; 1.9481194243805362; True; 
46.97; 1.9721102284028307; True; 
47.87; 1.9739586861067036; True; 
50.98; 2.0051805125037805; True; 
53.14; 2.025715383901341; True; 
53.85; 2.0546130545568877; True; 
55.02; 2.0856472882968564; True; 
57.08; 2.1061908972634154; True; 
58.83; 2.114610984232173; True; 
59.45; 2.1261314072619846; True; 
59.5; 2.1280760126687155; True; 
60.59; 2.1300119496719043; True; 
61.16; 2.15896526038341; True; 
61.44; 2.1795517911651876; True; 
62.46; 2.1812717715594614; True; 
63.48; 2.190051417759206; True; 
66.82; 2.212453961040276; True; 
68.72; 2.2314695904306814; True; 
71.65; 2.252124552505644; True; 
73.25; 2.285782273779395; True; 
75.58; 2.3170181010481117; True; 
76.96; 2.325310371711061; True; 
79.08; 2.335858911319818; True; 
79.93; 2.356599435724971; True; 
86.66; 2.3624824747511743; True; 
87.03; 2.3637999454791094; True; 
87.35; 2.3754807146185724; True; 
89.21; 2.3769417571467586; True; 
90.64; 2.3948017771627113; True; 
92.32; 2.4032921451582543; True; 
92.66; 2.4126285205443754; True; 
92.7; 2.4138025167693513; True; 
92.71; 2.416640507338281; True; 
93.03; 2.4344092075875; True; 
96.03; 2.435525851498655; True; 
97.38; 2.453471233722936; True; 
97.72; 2.4553017716570764; True; 
103.2; 2.4652340949880145; True; 
105.1; 2.471731651480051; True; 
105.4; 2.4801507252732806; True; 
108.2; 2.490660653356137; True; 
109.4; 2.4945719842301988; True; 
109.4; 2.511214701136388; True; 
112.1; 2.513483956704257; True; 
112.7; 2.530199698203082; True; 
115; 2.532117116248804; True; 
115.5; 2.534406899137877; True; 
116.7; 2.5420781463356255; True; 
118; 2.5510838651857806; True; 
125.2; 2.57135939275384; True; 
129.1; 2.582404298019028; True; 
130.1; 2.589726256254237; True; 
130.1; 2.590284403718162; True; 
131.7; 2.6021685513789974; True; 
134.1; 2.6111920608684343; True; 
137.1; 2.623042434246382; True; 
142.8; 2.623456048069934; True; 
145; 2.630427875025024; True; 
146.1; 2.6307328928171967; True; 
146.3; 2.634275694625944; True; 
147.2; 2.6424645202421213; True; 
148.2; 2.6497241859295224; True; 
150.4; 2.65359838184329; True; 
151.9; 2.663323933628212; True; 
152.2; 2.669037800885156; True; 
154.6; 2.6751365044679942; True; 
155.4; 2.6824158616773586; True; 
158.4; 2.6825962914605532; True; 
158.5; 2.6898414091375047; True; 
161.8; 2.693726948923647; True; 
168; 2.701913211212344; True; 
169.6; 2.7137424784090824; True; 
173.3; 2.7227161674884948; True; 
177.3; 2.7345598215794764; True; 
179.2; 2.7420177471401384; True; 
184.1; 2.753353212641496; True; 
194.2; 2.7594411971336976; True; 
194.4; 2.761251074308663; True; 
199.2; 2.7712934426290596; True; 
200; 2.778729923996112; True; 
202.5; 2.7895807121644256; True; 
214; 2.7900739484263046; True; 
214.9; 2.7942788657214; True; 
217.9; 2.8009231818132183; True; 
220.4; 2.807061239917239; True; 
222.4; 2.807873132003332; True; 
227.4; 2.815312043524359; True; 
231; 2.8191489428071344; True; 
233.3; 2.82633400562222; True; 
248.6; 2.8312937443770094; True; 
256.9; 2.833210880282609; True; 
257.4; 2.8367670473942055; True; 
259.4; 2.8376515578463923; True; 
262.1; 2.8435442119456353; True; 
266.4; 2.8553979966540686; True; 
284.2; 2.857573704147496; True; 
295.1; 2.866700756042499; True; 
296.4; 2.866995813110648; True; 
304.5; 2.86993541064686; True; 
