M: 10
Instance: 1
Algorithm: NSGA-II
Iteration: 500
Population Size: 1000
Running Time: 3.118e+04 seconds
Distance; Skill Score; IsValid
11.84; 0.5446880223026778; True; 
12.82; 0.5957166199434241; True; 
15.84; 0.8603380065709931; True; 
16.6; 1.0659529803138703; True; 
16.79; 1.087426457036285; True; 
18.64; 1.1017470739463668; True; 
18.71; 1.396896449142524; True; 
19.54; 1.666237095895804; True; 
20.63; 1.7058637122839198; True; 
20.64; 1.9060116252714128; True; 
23.46; 1.9499264436679127; True; 
26.61; 1.9760747316198746; True; 
27.31; 2.106530853822381; True; 
27.57; 2.197004728023046; True; 
28.37; 2.342225229360791; True; 
28.46; 2.3494717992143856; True; 
29.51; 2.3729120029701063; True; 
30.26; 2.4553017716570764; True; 
30.27; 2.4915017662373264; True; 
30.57; 2.5892792212359677; True; 
31.32; 2.600428325732131; True; 
33.34; 2.7252580663599613; True; 
34.28; 2.7296506683359203; True; 
35.25; 2.7669330938372836; True; 
35.87; 2.813247300897605; True; 
36.27; 2.861534410859038; True; 
37.21; 2.89768206179642; True; 
40.05; 2.910304168068569; True; 
40.25; 2.9201233262907236; True; 
41.07; 2.990516444028229; True; 
41.18; 3.026533264523297; True; 
41.29; 3.0285712526925375; True; 
41.41; 3.0445397603924107; True; 
41.89; 3.0503797562614574; True; 
42.15; 3.1357685145678227; True; 
43.17; 3.168792020314182; True; 
44.35; 3.2697463731307668; True; 
45.76; 3.315130317183602; True; 
48.07; 3.343408593803857; True; 
48.51; 3.3941013020400446; True; 
48.69; 3.4332896851950254; True; 
50.82; 3.4471580313422194; True; 
50.86; 3.492481010128877; True; 
50.97; 3.515741416669365; True; 
54.91; 3.579897869603104; True; 
55.75; 3.595606434865603; True; 
56.93; 3.595716619943424; True; 
57.89; 3.656864491548917; True; 
59.64; 3.690550461510359; True; 
59.98; 3.6906390117159678; True; 
60.05; 3.7139103541289558; True; 
60.37; 3.7359181165312974; True; 
61.32; 3.759214431234244; True; 
62.1; 3.8000981801747757; True; 
63.32; 3.8540630118664208; True; 
65.6; 3.910304168068569; True; 
67.57; 3.9273703630390235; True; 
68.67; 3.9432471251378614; True; 
69.71; 3.9665640840973104; True; 
70.04; 3.9906052114239197; True; 
71.05; 3.9931716050307653; True; 
71.22; 4.007320952922744; True; 
75.5; 4.04883008652835; True; 
76.92; 4.076640443670342; True; 
77.92; 4.077367905284157; True; 
78.07; 4.087426457036285; True; 
78.7; 4.141449773400468; True; 
79.63; 4.143951116423963; True; 
79.94; 4.14705767102836; True; 
81.32; 4.150756439860309; True; 
81.33; 4.197556213153536; True; 
82.07; 4.2198463860243605; True; 
84.13; 4.23401081758718; True; 
84.25; 4.236537261488694; True; 
85.88; 4.290257269394518; True; 
86.3; 4.310055737750892; True; 
87.68; 4.360593413565248; True; 
88.8; 4.3747483460101035; True; 
89.82; 4.377306251068199; True; 
95.67; 4.380392160057028; True; 
96.19; 4.414304688128332; True; 
97.31; 4.428620672671939; True; 
97.57; 4.434249452396475; True; 
99.62; 4.456669629423757; True; 
100.7; 4.468790262099611; True; 
102; 4.4886916983169405; True; 
102.7; 4.510813010512496; True; 
103.9; 4.513750150081823; True; 
