M: 8
Instance: 1
Algorithm: NSGA-II
Iteration: 400
Population Size: 1000
Running Time: 2.118e+04 seconds
Distance; Skill Score; IsValid
11.84; 0.3743816980508825; True; 
14.72; 0.4413808849165113; True; 
16.75; 0.44793286559217993; True; 
16.78; 0.8556402808901451; True; 
18.67; 0.8889653443003374; True; 
18.71; 0.9553990866392672; True; 
19.62; 0.9566485792052033; True; 
19.78; 1.1622656142980219; True; 
20.64; 1.189490313699368; True; 
20.73; 1.203848463746235; True; 
23.43; 1.2180100429843632; True; 
23.55; 1.2372923375674585; True; 
23.71; 1.3703280077795101; True; 
25.68; 1.4418521757732918; True; 
27.62; 1.4978967429132206; True; 
28.52; 1.60151678365001; True; 
29.51; 1.6720054450229522; True; 
30.39; 1.7446058754142388; True; 
31.61; 1.8694077493822023; True; 
34.28; 2.006037954997317; True; 
39.31; 2.130655349022031; True; 
41.47; 2.1702617153949575; True; 
42.25; 2.243781916093795; True; 
43.31; 2.2610248339923977; True; 
44.31; 2.274619619091238; True; 
44.99; 2.300595483889963; True; 
47.2; 2.3594560201209864; True; 
47.94; 2.4061994236633124; True; 
48.69; 2.4138025167693513; True; 
49.05; 2.4271614029259654; True; 
52.37; 2.444513206334043; True; 
53.06; 2.4996870826184034; True; 
54.11; 2.5033820634737323; True; 
55.01; 2.5132176000679394; True; 
55.2; 2.5219222448835; True; 
56.58; 2.5501059993475925; True; 
57.03; 2.6127838567197355; True; 
58.04; 2.6262376851469007; True; 
59.65; 2.6523430550627145; True; 
61.76; 2.6545615547417434; True; 
62.6; 2.687796411381295; True; 
64.32; 2.718169405391307; True; 
64.69; 2.731669331828636; True; 
66.79; 2.733678655677088; True; 
67.08; 2.756636108245848; True; 
68.09; 2.796227314029439; True; 
69.71; 2.85769425778655; True; 
73.32; 2.862071719379994; True; 
75.32; 2.8675853265470366; True; 
75.76; 2.912593997752106; True; 
76.25; 2.9338414628987213; True; 
80.96; 2.999695887410839; True; 
83.6; 3.00518051250378; True; 
84.45; 3.014940349792936; True; 
85.35; 3.0358298252528284; True; 
86.3; 3.0453229787866576; True; 
87.36; 3.0484418035504044; True; 
89.53; 3.071145290451083; True; 
89.82; 3.101747073946366; True; 
90.42; 3.1142772965615864; True; 
96.56; 3.1522883443830567; True; 
96.94; 3.164650215934297; True; 
102; 3.1769589805869085; True; 
102.1; 3.1801258751640535; True; 
102.6; 3.2062860444124324; True; 
104.9; 3.210318519826232; True; 
105.4; 3.225050696138049; True; 
105.9; 3.2268575702887237; True; 
107.1; 3.2457593559672766; True; 
108; 3.257198426139344; True; 
108.4; 3.2636360685881085; True; 
