Distance; Skill Score
228.3; 5.475
230.7; 5.477
232; 5.496
235.2; 5.505
237.2; 5.515
239.6; 5.526
240.2; 5.53
240.3; 5.539
240.9; 5.576
243.7; 5.598
245.4; 5.634
246; 5.666
251.1; 5.67
253.1; 5.673
253.5; 5.729
255.7; 5.732
260.5; 5.746
262.1; 5.766
267; 5.775
268.6; 5.78
270.1; 5.78
271.5; 5.781
272.3; 5.788
272.9; 5.789
273.1; 5.829
276.5; 5.835
276.6; 5.868
277.3; 5.871
278.8; 5.878
280; 5.883
280.9; 5.928
281.7; 5.957
292.2; 5.958
293; 5.966
293.5; 5.969
293.9; 5.994
297; 5.996
297.6; 6.016
298.6; 6.019
300.3; 6.021
301.2; 6.028
302.3; 6.036
304.6; 6.041
305.4; 6.059
308.6; 6.076
310.9; 6.079
313.2; 6.094
313.9; 6.107
314; 6.108
314.1; 6.129
314.9; 6.149
315.7; 6.158
318.2; 6.188
320.5; 6.193
325.8; 6.212
328.4; 6.223
330.9; 6.23
331.7; 6.253
337.1; 6.264
337.9; 6.304
349.8; 6.338
353.3; 6.358
354.1; 6.375
356.4; 6.394
361.8; 6.401
363; 6.412
365.1; 6.417
365.8; 6.423
367.8; 6.433
369.4; 6.445
370.2; 6.447
371.1; 6.472
372.4; 6.477
374; 6.496
378.3; 6.524
380.6; 6.529
386.9; 6.536
391; 6.536
392.5; 6.565
398.8; 6.578
401.7; 6.582
403.9; 6.601
407.3; 6.615
409.7; 6.636
411.4; 6.649
411.9; 6.656
413.7; 6.663
416.4; 6.694
418.7; 6.711
422.9; 6.718
428.2; 6.724
430.3; 6.725
431.9; 6.736
433.5; 6.743
434.4; 6.753
436.2; 6.763
437.5; 6.768
439; 6.769
446.7; 6.775
453.5; 6.778
453.8; 6.78
454.1; 6.785
455.1; 6.785
455.8; 6.792
455.9; 6.803
456.9; 6.811
458.5; 6.871
462.9; 6.881
469.1; 6.888
473.6; 6.905
474.3; 6.913
477.6; 6.928
478.6; 6.938
482.7; 6.946
487.7; 6.946
488.9; 6.951
489.4; 6.955
492.6; 6.962
498.7; 6.964
503; 6.971
504.5; 6.972
507.4; 6.974
507.9; 6.977
508.8; 6.995
510.9; 7.003
511.9; 7.036
516.9; 7.038
517.2; 7.058
525.1; 7.059
526.6; 7.084
533; 7.084
533.7; 7.091
535; 7.091
537.4; 7.113
537.9; 7.129
545.8; 7.132
546.8; 7.138
558.2; 7.141
560.6; 7.153
561.6; 7.154
566.3; 7.16
567.3; 7.161
570.4; 7.162
573.1; 7.173
576.7; 7.175
577.7; 7.179
578.1; 7.18
582; 7.195
582.4; 7.217
582.9; 7.252
589.4; 7.257
592.9; 7.259
596.4; 7.276
605; 7.297
610.6; 7.317
621.3; 7.318
629.6; 7.327
631.5; 7.336
641.8; 7.34
645.9; 7.346
647; 7.359
652.9; 7.421
668.4; 7.432
668.6; 7.442
672; 7.446
675.3; 7.464
682.4; 7.469
688; 7.474
696.8; 7.476
698.1; 7.493
718.1; 7.498
719.2; 7.541
741.4; 7.592
744.5; 7.608
756.3; 7.608
758.9; 7.613
776.1; 7.62
780.2; 7.637
786.6; 7.64
787.7; 7.644
805.8; 7.666
813.1; 7.68
817.8; 7.683
836.1; 7.693
840.1; 7.705
846.4; 7.712
852.3; 7.735
863.2; 7.738
875.7; 7.753
877; 7.761
879.7; 7.767
893.3; 7.775
894.1; 7.792
898.7; 7.831
914.7; 7.835
921.4; 7.841
938.7; 7.876
939.8; 7.896
957.1; 7.919
1029; 7.972
1043; 7.997
1077; 8.016
1119; 8.026
1122; 8.042
1161; 8.07
1207; 8.072
1218; 8.082
1228; 8.097
1245; 8.118
1277; 8.165
1329; 8.18
1418; 8.227
1548; 8.291
