M: 16
Instance: 1
Algorithm: MOSA
Iteration: 800000
T: 100 
Running Time: 752.6 seconds
Distance; Skill Score; IsValid
37.4; -0.23679669962922745; True; 
40.03; 0.03382569395331103; True; 
49.87; 0.4496326504700754; True; 
51.07; 0.6747693140154265; True; 
54.96; 0.8049567998574911; True; 
54.96; 1.1522883443830558; True; 
72.63; 1.4985862088175175; True; 
72.95; 1.8441042306975142; True; 
95.94; 1.854306041801081; True; 
96.35; 2.2151085810530926; True; 
130.9; 2.261976191397812; True; 
137; 2.5600262489128927; True; 
143.2; 2.7753191218294777; True; 
167.4; 2.983851718991472; True; 
180.6; 3.0802656273398448; True; 
207.5; 3.2780673308886623; True; 
248.1; 3.4164740791002206; True; 
260.5; 3.4329692908744054; True; 
267.8; 3.956648579205204; True; 
334; 4.002597980719909; True; 
349; 4.092369699629121; True; 
355.6; 4.1296898921993; True; 
404.6; 4.189209489582305; True; 
409.6; 4.204119982655925; True; 
416; 4.605412798153051; True; 
511.8; 4.640580806489652; True; 
552.6; 4.6902847025126295; True; 
579.4; 4.71357453777207; True; 
580.8; 4.797959643737196; True; 
604.9; 4.837525309449601; True; 
645.1; 5.098297536494698; True; 
789; 5.394976719554565; True; 
920; 5.398634324538392; True; 
926.7; 5.4833019523581665; True; 
1026; 5.497758718287269; True; 
1031; 5.58489634413745; True; 
1049; 5.670431409360605; True; 
1056; 5.705692696537703; True; 
1128; 5.741466761769756; True; 
1156; 5.7552648914122475; True; 
1244; 5.880813592280791; True; 
1272; 5.891871830445584; True; 
1273; 5.914343157119442; True; 
1321; 6.093771781498729; True; 
1502; 6.1172712956557636; True; 
1653; 6.160468531119038; True; 
1678; 6.3031960574204895; True; 
1695; 6.49734438101758; True; 
1891; 6.515078675075923; True; 
