M: 10
Instance: 1
Algorithm: MOSA
Iteration: 500000
T: 100 
Running Time: 179.8 seconds
Distance; Skill Score; IsValid
11.84; 0.5446880223026778; True; 
12.82; 0.5957166199434241; True; 
15.84; 0.8603380065709931; True; 
19.57; 1.0394141191761364; True; 
19.6; 1.560623874549929; True; 
21.59; 1.749427099121748; True; 
23.46; 1.9499264436679127; True; 
31.35; 2.2145789535704994; True; 
35.39; 2.5558196830611912; True; 
41.35; 2.6259294927162946; True; 
49.16; 2.6450290647211423; True; 
51.18; 2.879841055986563; True; 
54.07; 2.8826952623815973; True; 
54.28; 3.0366288953621607; True; 
60.87; 3.1112625136590655; True; 
72; 3.2412973871099933; True; 
84.74; 3.3102683666324477; True; 
91.3; 3.6674529528899535; True; 
113.1; 3.7491950422196725; True; 
116.6; 3.9030899869919438; True; 
140.4; 4.011147360775797; True; 
163.7; 4.058805486675907; True; 
175.4; 4.079543007402906; True; 
188.1; 4.122870922864435; True; 
193.9; 4.174641192660449; True; 
199.5; 4.184123354239671; True; 
215.6; 4.23401081758718; True; 
221.2; 4.275080898456858; True; 
256.8; 4.278982116865443; True; 
262.1; 4.29754166781816; True; 
262.5; 4.30941722577814; True; 
263.7; 4.310693312343361; True; 
278; 4.357553719743081; True; 
283.8; 4.399500661314611; True; 
300.9; 4.418301291319746; True; 
306.8; 4.552303109338354; True; 
345.4; 4.613524702853653; True; 
371; 4.655618583541222; True; 
380.1; 4.656864491548917; True; 
390.1; 4.816638944898462; True; 
405.4; 4.8758711907273655; True; 
414.7; 4.889693791444185; True; 
442.5; 4.902546779313991; True; 
455.6; 4.9203320715395895; True; 
474.1; 5.018700498666243; True; 
525.1; 5.113609151073028; True; 
602.2; 5.1192558892779365; True; 
636.4; 5.137354111370733; True; 
648.6; 5.235528446907549; True; 
710.3; 5.249442961442583; True; 
720; 5.337858429041094; True; 
